index,Name,Year Drafted,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
560,Raul Lopez,2003.0,82.0,19.7,7.0,2.7,6.3,43.1,0.3,1.0,29.4,1.2,1.4,86.3,0.3,1.6,1.9,3.7,0.8,0.0,2.1,7.5
561,Matt Barnes,2003.0,38.0,19.1,4.5,1.7,3.6,45.7,0.1,0.3,15.4,1.1,1.6,70.5,1.4,2.6,4.0,1.3,0.7,0.1,1.2,6.9
562,Ronald Dupree,2003.0,47.0,19.0,6.2,2.4,6.0,39.4,0.1,0.2,44.4,1.4,2.2,62.9,1.2,2.4,3.6,1.2,0.7,0.4,1.1,6.4
563,Steve Blake,2003.0,75.0,18.6,5.9,2.1,5.4,38.6,1.0,2.7,37.1,0.7,0.9,82.1,0.2,1.3,1.6,2.8,0.8,0.1,1.7,5.9
564,Marquis Daniels,2003.0,56.0,18.6,8.5,3.6,7.3,49.4,0.2,0.6,30.6,1.1,1.4,76.9,1.2,1.4,2.6,2.1,0.9,0.2,0.8,9.5
565,Linton Johnson,2003.0,41.0,17.9,4.2,1.8,5.0,35.5,0.2,0.8,21.2,0.5,0.9,59.5,1.4,3.0,4.5,0.7,0.9,0.8,0.9,6.6
566,Marcus Banks,2003.0,81.0,17.1,5.9,2.2,5.5,40.0,0.3,1.1,31.4,1.2,1.6,75.6,0.4,1.3,1.6,2.2,1.1,0.2,1.5,5.8
567,Luke Ridnour,2003.0,69.0,16.1,5.5,2.1,5.1,41.4,0.4,1.2,33.8,0.9,1.1,82.3,0.5,1.1,1.6,2.4,0.8,0.1,1.2,6.0
568,Willie Green,2003.0,53.0,14.5,6.9,2.7,6.7,40.1,0.4,1.2,31.1,1.1,1.5,72.8,0.3,0.9,1.2,1.0,0.5,0.1,1.1,4.1
569,Sasha Pavlovic,2003.0,79.0,14.5,4.8,1.9,4.8,39.6,0.2,0.9,27.1,0.8,1.1,77.4,0.6,1.5,2.0,0.8,0.5,0.2,0.8,4.4
570,Francisco Elson,2003.0,62.0,14.1,3.5,1.5,3.2,47.2,0.0,0.0,0,0.5,0.7,66.7,1.0,2.2,3.3,0.5,0.6,0.6,0.6,6.0
571,Mickael Pietrus,2003.0,53.0,14.1,5.3,1.8,4.4,41.6,0.7,2.0,33.3,1.0,1.4,69.3,0.9,1.3,2.2,0.5,0.6,0.2,0.8,5.1
572,Mo Williams,2003.0,57.0,13.5,5.0,2.0,5.3,38.0,0.2,0.7,25.6,0.8,1.0,78.6,0.4,0.9,1.3,1.3,0.5,0.0,0.9,3.7
573,Darius Songaila,2003.0,73.0,13.4,4.6,1.8,3.7,48.7,0.0,0.0,0,1.0,1.2,80.7,1.2,1.8,3.1,0.7,0.6,0.2,0.6,6.4
574,David West,2003.0,71.0,13.1,3.8,1.5,3.2,47.4,0.0,0.0,0,0.8,1.1,71.3,1.6,2.5,4.2,0.8,0.4,0.4,0.7,7.0
575,Brian Cook,2003.0,35.0,12.6,4.4,1.9,4.0,47.5,0.0,0.1,0,0.6,0.8,75.0,0.9,2.0,2.9,0.6,0.5,0.5,0.5,6.0
576,Travis Hansen,2003.0,41.0,12.4,3.0,1.1,3.2,35.4,0.2,0.7,30,0.5,0.7,81.5,0.7,1.0,1.7,0.5,0.2,0.2,0.4,3.1
577,Kyle Korver,2003.0,74.0,11.9,4.5,1.6,4.4,35.2,1.1,2.8,39.1,0.3,0.3,79.2,0.4,1.1,1.5,0.5,0.3,0.1,0.6,3.5
578,Michael Sweetney,2003.0,42.0,11.8,4.3,1.6,3.3,49.3,0.0,0.0,0,1.0,1.4,72.4,1.6,2.1,3.7,0.3,0.4,0.3,0.8,6.2
579,Zarko Cabarkapa,2003.0,49.0,11.6,4.1,1.7,4.0,41.1,0.1,0.7,18.8,0.7,1.1,66.0,0.5,1.5,2.0,0.8,0.2,0.3,1.1,3.6
580,Brandon Hunter,2003.0,36.0,11.3,3.5,1.5,3.2,45.7,0.0,0.1,0,0.5,1.2,44.2,1.4,1.9,3.3,0.5,0.4,0.0,0.6,4.6
581,Zaza Pachulia,2003.0,59.0,11.3,3.3,1.2,3.0,38.9,0.0,0.0,0,1.0,1.5,64.4,1.2,1.8,2.9,0.2,0.4,0.2,0.6,4.1
582,Maciej Lampe,2003.0,21.0,10.7,4.6,2.0,4.2,48.9,0.0,0.2,0,0.5,0.6,76.9,0.4,1.7,2.1,0.4,0.1,0.1,0.7,4.4
583,Jason Kapono,2003.0,41.0,10.4,3.5,1.3,3.1,40.3,0.5,1.1,47.7,0.5,0.6,83.3,0.5,0.9,1.3,0.3,0.3,0.1,0.5,3.1
584,Luke Walton,2003.0,72.0,10.1,2.4,0.9,2.1,42.5,0.2,0.5,33.3,0.4,0.6,70.5,0.5,1.2,1.8,1.6,0.4,0.1,0.6,4.2
585,Zoran Planinic,2003.0,49.0,9.7,3.1,1.1,2.6,41.1,0.2,0.7,28.1,0.8,1.2,63.3,0.3,0.8,1.1,1.4,0.3,0.1,0.7,3.2
586,Reece Gaines,2003.0,38.0,9.6,1.8,0.7,2.3,29.1,0.1,0.3,30,0.4,0.7,64.0,0.2,0.8,1.0,1.1,0.3,0.1,0.5,1.9
587,Richie Frahm,2003.0,54.0,8.7,3.4,1.2,2.6,45.3,0.6,1.7,37,0.4,0.5,88.5,0.2,0.8,1.0,0.4,0.3,0.1,0.1,3.6
588,Matt Carroll,2003.0,16.0,4.4,1.2,0.4,1.0,43.8,0.1,0.2,33.3,0.3,0.4,66.7,0.1,0.3,0.4,0.1,0.1,0.0,0.4,0.7
589,Caron Butler,2002.0,78.0,36.6,15.4,5.5,13.2,41.6,0.4,1.4,31.8,4.0,4.8,82.4,1.7,3.4,5.1,2.7,1.8,0.4,2.5,14.3
590,Amar'e Stoudemire,2002.0,82.0,31.3,13.5,4.8,10.1,47.2,0.0,0.1,20,3.9,5.9,66.1,3.0,5.7,8.8,1.0,0.8,1.1,2.3,15.4
591,Dajuan Wagner,2002.0,47.0,29.5,13.4,4.7,12.9,36.9,1.2,3.7,31.6,2.7,3.4,80.0,0.4,1.3,1.7,2.8,0.8,0.1,1.8,8.2
592,Yao Ming,2002.0,82.0,29.0,13.5,4.9,9.8,49.8,0.0,0.0,50,3.7,4.5,81.1,2.4,5.8,8.2,1.7,0.4,1.8,2.1,17.6
593,Gordan Giricek,2002.0,76.0,28.3,12.3,4.6,10.6,43.6,1.1,3.3,34.1,2.0,2.4,82.0,0.5,2.7,3.1,1.8,0.7,0.1,1.9,9.7
594,Nene,2002.0,80.0,28.2,10.5,4.0,7.7,51.9,0.0,0.0,0,2.5,4.3,57.8,2.6,3.5,6.1,1.9,1.6,0.8,2.3,13.1
595,Drew Gooden,2002.0,70.0,26.8,12.5,5.1,11.1,45.7,0.2,0.7,29.2,2.2,3.0,71.2,2.3,4.2,6.5,1.2,0.8,0.5,2.1,12.4
596,Jay Williams,2002.0,75.0,26.1,9.5,3.6,9.1,39.9,0.9,2.7,32.2,1.4,2.1,64.0,0.4,2.2,2.6,4.7,1.1,0.2,2.3,9.6
597,Carlos Boozer,2002.0,81.0,25.3,10.0,4.1,7.6,53.6,0.0,0.0,0,1.8,2.4,77.1,2.5,5.0,7.5,1.3,0.7,0.6,1.3,14.8
598,Junior Harrington,2002.0,82.0,24.4,5.1,2.1,5.7,36.2,0.1,0.3,25,0.9,1.4,65.2,0.5,2.5,3.0,3.4,1.0,0.2,1.9,6.7
599,J.R. Bremer,2002.0,64.0,23.5,8.3,2.7,7.3,36.9,1.6,4.5,35.3,1.3,1.7,76.6,0.3,2.0,2.3,2.6,0.6,0.1,0.9,7.8
600,Vincent Yarbrough,2002.0,59.0,23.4,6.9,2.8,7.3,39.3,0.4,1.3,26.9,0.8,1.1,79.0,0.6,2.1,2.7,2.2,1.0,0.6,1.4,7.4
601,Rasual Butler,2002.0,72.0,21.0,7.5,2.9,7.9,36.2,0.7,2.4,29.2,1.1,1.4,73.1,0.4,2.2,2.6,1.3,0.3,0.6,1.1,5.7
602,Marko Jaric,2002.0,66.0,20.9,7.4,2.7,6.8,40.1,0.8,2.5,31.9,1.2,1.6,75.2,0.5,1.9,2.4,2.9,1.5,0.2,1.6,8.4
603,Manu Ginobili,2002.0,69.0,20.7,7.6,2.5,5.8,43.8,0.7,2.1,34.5,1.8,2.5,73.7,0.7,1.7,2.3,2.0,1.4,0.3,1.4,8.2
604,Reggie Evans,2002.0,67.0,20.4,3.2,1.0,2.1,47.1,0.0,0.0,0,1.2,2.3,51.9,2.5,4.1,6.6,0.5,0.6,0.2,0.8,8.1
605,Mehmet Okur,2002.0,72.0,19.0,6.9,2.5,5.9,42.6,0.5,1.6,33.9,1.3,1.8,73.3,1.6,3.0,4.7,1.0,0.3,0.5,0.9,8.6
606,Smush Parker,2002.0,66.0,16.7,6.2,2.1,5.1,40.2,0.6,1.8,32.2,1.5,1.8,83.1,0.4,1.4,1.8,2.5,0.7,0.2,2.0,6.0
607,Mike Batiste,2002.0,75.0,16.6,6.4,2.6,6.2,42.2,0.2,1.1,22.2,0.9,1.2,78.4,1.1,2.3,3.4,0.7,0.6,0.2,0.9,6.5
608,Nikoloz Tskitishvili,2002.0,81.0,16.3,3.9,1.4,4.9,29.3,0.5,1.9,24.3,0.6,0.8,73.8,0.8,1.4,2.2,1.1,0.4,0.4,1.0,3.3
609,Mike Dunleavy,2002.0,82.0,15.9,5.7,2.0,5.1,40.3,0.6,1.8,34.7,1.0,1.2,78.0,0.8,1.8,2.6,1.3,0.7,0.2,1.1,6.1
610,Casey Jacobsen,2002.0,72.0,15.9,5.1,1.7,4.5,37.3,0.7,2.3,31.5,1.0,1.5,68.6,0.4,0.8,1.2,1.0,0.5,0.1,0.8,3.8
611,Dan Gadzuric,2002.0,49.0,15.5,3.4,1.4,3.0,48.3,0.0,0.0,0,0.6,1.1,51.8,1.3,2.7,4.0,0.2,0.5,1.1,0.6,6.5
612,Juan Dixon,2002.0,42.0,15.4,6.4,2.5,6.5,38.4,0.6,2.0,29.8,0.9,1.1,80.4,0.3,1.4,1.7,1.0,0.6,0.1,1.0,4.6
613,Melvin Ely,2002.0,52.0,15.4,4.5,1.8,3.6,49.5,0.0,0.0,0,1.0,1.4,70.3,1.2,2.1,3.3,0.3,0.2,0.6,1.0,5.8
614,Mike Wilks,2002.0,46.0,15.0,3.2,1.1,3.2,33.8,0.2,0.8,28.6,0.8,1.0,78.7,0.4,1.1,1.5,2.0,0.6,0.1,0.6,4.5
615,Sean Lampley,2002.0,35.0,13.9,4.8,1.6,3.7,43.4,0.0,0.1,0,1.6,2.3,69.5,0.7,1.6,2.4,0.9,0.2,0.1,0.7,4.9
616,Chris Jefferies,2002.0,51.0,13.1,3.9,1.5,3.8,38.7,0.4,1.1,33.3,0.6,0.8,67.4,0.3,0.8,1.2,0.4,0.4,0.3,0.9,2.6
617,Pat Burke,2002.0,62.0,12.6,4.3,1.8,4.8,38.2,0.0,0.1,14.3,0.6,0.9,69.0,0.9,1.4,2.4,0.4,0.3,0.4,0.8,3.7
618,Lonny Baxter,2002.0,55.0,12.4,4.8,1.7,3.7,46.6,0.0,0.0,0,1.3,1.9,68.0,1.2,1.8,3.0,0.3,0.2,0.4,0.8,5.2
619,Juaquin Hawkins,2002.0,58.0,11.8,2.3,1.0,2.6,38.5,0.2,0.4,41.7,0.2,0.3,50.0,0.3,1.1,1.3,0.8,0.5,0.1,0.5,2.8
620,Kareem Rush,2002.0,76.0,11.5,3.0,1.3,3.2,39.3,0.3,0.9,27.9,0.2,0.3,69.6,0.3,0.9,1.2,0.9,0.1,0.1,0.8,2.5
621,Marcus Haislip,2002.0,39.0,11.3,4.1,1.7,3.9,43.1,0.1,0.3,25,0.7,1.0,68.4,0.5,0.8,1.4,0.2,0.2,0.5,0.5,3.3
622,Chris Wilcox,2002.0,46.0,10.4,3.7,1.6,3.0,52.1,0.0,0.0,0,0.5,1.1,50.0,0.7,1.6,2.3,0.5,0.1,0.3,0.6,4.3
623,Dan Dickau,2002.0,50.0,10.3,3.7,1.4,3.4,41.2,0.4,1.2,36.1,0.4,0.5,80.8,0.2,0.7,0.9,1.7,0.3,0.0,1.1,3.4
624,Tayshaun Prince,2002.0,42.0,10.4,3.3,1.3,2.8,44.9,0.5,1.1,42.6,0.3,0.4,64.7,0.1,1.0,1.1,0.6,0.2,0.3,0.5,3.3
625,Ryan Humphrey,2002.0,48.0,9.3,1.9,0.7,2.5,29.2,0.0,0.0,0,0.5,0.8,59.0,0.7,1.4,2.1,0.2,0.2,0.4,0.5,2.2
626,John Salmons,2002.0,64.0,7.9,2.1,0.8,1.8,41.4,0.2,0.5,32.3,0.4,0.5,74.3,0.3,0.7,0.9,0.7,0.3,0.1,0.5,2.4
627,Tamar Slay,2002.0,36.0,7.6,2.6,1.1,2.9,37.9,0.2,0.7,28,0.2,0.3,70.0,0.2,0.6,0.9,0.4,0.4,0.1,0.6,1.9
628,Qyntel Woods,2002.0,53.0,6.3,2.4,1.1,2.2,50.0,0.1,0.2,33.3,0.1,0.4,35.0,0.3,0.7,1.0,0.2,0.3,0.0,0.4,2.2
629,Jiri Welsch,2002.0,37.0,6.3,1.6,0.5,2.0,25.3,0.0,0.1,25,0.6,0.8,75.9,0.3,0.4,0.8,0.7,0.2,0.1,0.5,1.2
630,Adam Harrington,2002.0,19.0,5.8,1.6,0.6,1.9,29.7,0.3,0.7,35.7,0.2,0.2,75.0,0.1,0.4,0.4,0.6,0.1,0.1,0.1,1.3
631,Igor Rakocevic,2002.0,42.0,5.8,1.9,0.5,1.4,37.9,0.1,0.3,41.7,0.7,0.9,80.6,0.1,0.3,0.4,0.8,0.1,0.0,0.6,1.6
632,Efthimios Rentzias,2002.0,35.0,4.1,1.5,0.6,1.7,33.9,0.1,0.2,50,0.2,0.3,88.9,0.3,0.5,0.7,0.2,0.2,0.1,0.1,1.4
633,Shane Battier,2001.0,78.0,39.7,14.4,5.3,12.3,42.9,1.3,3.5,37.3,2.5,3.6,70.0,2.3,3.1,5.4,2.8,1.6,1.0,2.0,15.0
634,Pau Gasol,2001.0,82.0,36.7,17.6,6.7,13.0,51.8,0.0,0.1,20,4.1,5.8,70.9,2.9,6.0,8.9,2.7,0.5,2.1,2.7,21.1
635,Jason Richardson,2001.0,80.0,32.9,14.4,5.8,13.6,42.6,1.0,3.1,33.3,1.8,2.6,67.1,1.6,2.7,4.3,3.0,1.3,0.4,2.0,12.6
636,Jamaal Tinsley,2001.0,80.0,30.5,9.4,3.6,9.5,38.0,0.5,2.2,24,1.6,2.3,70.4,1.0,2.8,3.7,8.1,1.7,0.5,3.4,13.5
637,Tony Parker,2001.0,77.0,29.4,9.2,3.5,8.3,41.9,0.8,2.5,32.3,1.4,2.1,67.5,0.4,2.1,2.6,4.3,1.2,0.1,2.0,9.8
638,Trenton Hassell,2001.0,78.0,28.7,8.7,3.4,8.1,42.5,0.8,2.1,36.4,1.1,1.5,76.3,0.8,2.4,3.3,2.2,0.7,0.6,1.3,9.2
639,Andrei Kirilenko,2001.0,82.0,26.2,10.7,3.5,7.7,45.0,0.3,1.2,25,3.5,4.5,76.8,1.8,3.1,4.9,1.1,1.4,1.9,1.3,13.5
640,Eddie Griffin,2001.0,73.0,26.0,8.8,3.3,9.1,36.6,1.2,3.7,33,0.9,1.2,74.4,1.6,4.1,5.7,0.7,0.2,1.8,0.6,10.6
641,Joe Johnson,2001.0,77.0,24.9,7.5,3.3,7.6,43.0,0.5,1.7,29.2,0.5,0.7,77.4,1.0,2.4,3.3,2.3,0.8,0.3,0.9,8.8
642,Gilbert Arenas,2001.0,47.0,24.6,10.9,3.7,8.2,45.3,0.8,2.4,34.5,2.6,3.4,77.5,0.9,1.9,2.8,3.7,1.5,0.2,2.1,11.8
643,Richard Jefferson,2001.0,79.0,24.3,9.4,3.4,7.5,45.7,0.2,0.7,23.2,2.4,3.4,71.3,1.1,2.6,3.7,1.8,0.8,0.6,1.4,9.9
644,Speedy Claxton,2001.0,67.0,22.8,7.2,2.7,6.7,40.0,0.1,0.5,12.1,1.7,2.0,83.8,0.7,1.7,2.4,3.0,1.4,0.1,1.4,8.2
645,Jarron Collins,2001.0,70.0,20.6,6.4,2.3,4.9,46.1,0.0,0.0,0,1.9,2.6,74.0,2.0,2.3,4.2,0.8,0.4,0.3,0.8,8.1
646,Brendan Haywood,2001.0,62.0,20.4,5.1,1.8,3.6,49.3,0.0,0.0,0,1.6,2.6,60.6,2.3,2.9,5.2,0.5,0.3,1.5,0.8,8.9
647,Vladimir Radmanovic,2001.0,61.0,20.2,6.7,2.4,5.8,41.2,1.1,2.6,42,0.8,1.2,68.1,0.7,3.0,3.8,1.3,0.9,0.4,1.2,8.1
648,Tyson Chandler,2001.0,71.0,19.6,6.1,2.1,4.3,49.7,0.0,0.0,0,1.9,3.1,60.4,1.6,3.2,4.8,0.8,0.4,1.3,1.4,8.6
649,Predrag Drobnjak,2001.0,64.0,18.3,6.8,3.0,6.5,46.1,0.0,0.0,0,0.9,1.1,75.3,1.2,2.3,3.4,0.8,0.3,0.5,0.8,7.3
650,Jason Collins,2001.0,77.0,18.3,4.5,1.5,3.6,42.1,0.0,0.0,50,1.5,2.1,70.1,1.7,2.2,3.9,1.1,0.4,0.6,0.9,6.8
651,Troy Murphy,2001.0,82.0,17.7,5.9,2.2,5.2,42.1,0.0,0.1,33.3,1.5,1.9,77.6,1.2,2.7,3.9,0.9,0.4,0.3,1.0,6.9
652,Oscar Torres,2001.0,65.0,16.6,6.0,2.1,5.2,39.6,0.6,1.9,29.4,1.3,1.6,78.1,0.7,1.2,1.9,0.6,0.4,0.1,0.8,4.7
653,Terence Morris,2001.0,68.0,16.3,3.8,1.6,4.3,38.4,0.2,1.1,19.2,0.3,0.4,64.3,1.1,2.0,3.1,0.9,0.3,0.4,0.7,5.1
654,Eddy Curry,2001.0,72.0,16.0,6.7,2.6,5.2,50.1,0.0,0.0,0,1.5,2.2,65.6,1.5,2.2,3.8,0.3,0.2,0.7,1.0,7.5
655,Zeljko Rebraca,2001.0,74.0,15.9,6.9,2.6,5.1,50.5,0.0,0.0,0,1.8,2.4,77.1,1.1,2.8,3.9,0.5,0.4,1.0,1.1,8.6
656,Kenny Satterfield,2001.0,36.0,15.6,5.3,2.0,5.5,36.7,0.2,0.8,25.9,1.0,1.3,78.3,0.5,1.0,1.4,3.0,0.9,0.0,1.5,5.3
657,Earl Watson,2001.0,64.0,15.1,3.6,1.5,3.3,45.3,0.3,0.7,36.4,0.4,0.6,63.9,0.5,0.8,1.3,2.0,0.9,0.1,0.8,5.1
658,Kwame Brown,2001.0,57.0,14.3,4.5,1.6,4.3,38.7,0.0,0.0,0,1.2,1.7,70.7,1.1,2.4,3.5,0.8,0.3,0.5,0.8,5.6
659,Will Solomon,2001.0,62.0,14.1,5.2,1.8,5.3,34.1,0.7,2.6,28.4,0.8,1.2,67.1,0.2,0.9,1.1,1.5,0.6,0.1,1.0,3.5
660,Etan Thomas,2001.0,47.0,13.1,4.3,1.7,3.2,53.6,0.0,0.0,0,0.9,1.6,55.4,1.2,2.7,3.9,0.1,0.4,0.7,0.6,6.7
661,Tierre Brown,2001.0,40.0,10.1,3.1,1.2,2.9,42.6,0.1,0.3,33.3,0.5,0.7,75.0,0.3,0.8,1.1,1.8,0.5,0.1,1.0,3.6
662,Carlos Arroyo,2001.0,37.0,10.0,3.0,1.3,3.0,44.1,0.0,0.1,0,0.4,0.5,72.2,0.3,0.8,1.1,1.9,0.3,0.0,0.6,3.9
663,Steven Hunter,2001.0,53.0,9.7,3.6,1.3,2.8,45.6,0.0,0.0,0,1.0,1.8,58.5,0.8,1.1,1.8,0.1,0.1,0.8,0.3,3.8
664,Loren Woods,2001.0,60.0,8.6,1.8,0.6,1.6,34.4,0.0,0.0,0,0.7,1.0,73.3,0.8,1.3,2.0,0.4,0.3,0.6,0.6,3.2
665,Alton Ford,2001.0,53.0,8.5,3.1,1.2,2.2,51.7,0.0,0.0,0,0.8,1.1,73.7,0.6,1.4,2.0,0.1,0.1,0.1,0.6,3.5
666,Gerald Wallace,2001.0,54.0,8.0,3.2,1.4,3.2,42.9,0.0,0.1,0,0.4,0.9,50.0,0.9,0.7,1.6,0.5,0.3,0.1,0.4,3.1
667,Joe Crispin,2001.0,21.0,7.4,3.8,1.2,3.2,38.2,0.7,1.9,38.5,0.6,0.6,92.3,0.1,0.4,0.5,1.2,0.2,0.0,0.5,3.2
668,Zach Randolph,2001.0,41.0,5.8,2.8,1.2,2.6,44.9,0.0,0.0,0,0.4,0.7,66.7,0.8,0.9,1.7,0.3,0.2,0.1,0.4,3.0
669,Brandon Armstrong,2001.0,35.0,5.6,1.8,0.8,2.4,31.8,0.1,0.5,29.4,0.1,0.3,50.0,0.3,0.2,0.5,0.2,0.2,0.0,0.2,0.7
670,Kenyon Martin,2000.0,68.0,33.4,12.0,5.1,11.4,44.5,0.0,0.2,9.1,1.8,2.8,63.0,2.0,5.4,7.4,1.9,1.1,1.7,2.0,14.7
671,Marc Jackson,2000.0,48.0,29.4,13.2,4.9,10.6,46.7,0.1,0.5,21.7,3.2,4.0,80.2,2.5,5.0,7.5,1.2,0.7,0.6,1.9,14.8
672,Mike Miller,2000.0,82.0,29.1,11.9,4.5,10.3,43.6,1.8,4.4,40.7,1.1,1.6,71.1,0.8,3.2,4.0,1.7,0.6,0.2,1.2,11.0
673,Darius Miles,2000.0,81.0,26.3,9.4,3.9,7.8,50.5,0.0,0.2,5.3,1.5,2.9,52.1,1.6,4.3,5.9,1.2,0.6,1.5,1.8,11.6
674,Morris Peterson,2000.0,80.0,22.6,9.3,3.6,8.4,43.1,0.8,2.1,38.2,1.3,1.8,71.7,1.4,1.8,3.2,1.3,0.8,0.3,1.0,8.7
675,Chris Porter,2000.0,51.0,22.5,8.6,3.4,8.7,38.9,0.0,0.1,0,1.8,2.8,66.7,1.7,2.0,3.7,1.2,0.9,0.1,1.2,7.1
676,Marcus Fizer,2000.0,72.0,21.9,9.5,3.9,9.0,43.0,0.1,0.5,25.6,1.6,2.2,72.7,1.1,3.3,4.3,1.1,0.4,0.3,1.7,8.1
677,Stephen Jackson,2000.0,77.0,21.6,8.2,3.2,7.4,42.5,0.7,2.0,33.5,1.3,1.8,71.9,0.5,2.2,2.7,1.8,1.1,0.2,1.7,7.6
678,Courtney Alexander,2000.0,65.0,21.3,9.5,3.7,8.8,41.7,0.3,0.7,37,1.9,2.3,82.0,0.6,1.6,2.2,1.0,0.7,0.1,1.1,6.7
679,Chris Mihm,2000.0,59.0,19.8,7.6,2.9,6.6,44.2,0.0,0.0,0,1.7,2.1,79.4,1.8,2.9,4.7,0.3,0.3,0.9,1.4,8.3
680,Desmond Mason,2000.0,78.0,19.5,5.9,2.4,5.6,43.1,0.2,0.9,26.9,0.9,1.2,73.6,0.9,2.3,3.2,0.8,0.5,0.3,0.7,6.5
681,Khalid El-Amin,2000.0,50.0,18.7,6.3,2.3,6.2,37.0,0.6,1.7,33.3,1.1,1.4,77.8,0.4,1.2,1.6,2.9,1.0,0.0,1.1,6.5
682,Quentin Richardson,2000.0,76.0,17.9,8.1,3.1,6.9,44.2,0.7,2.0,33.1,1.3,2.1,62.7,1.4,2.0,3.4,0.8,0.6,0.1,0.8,7.4
683,Mark Blount,2000.0,64.0,17.2,3.9,1.6,3.1,50.5,0.0,0.0,0,0.7,1.0,69.7,1.5,2.1,3.6,0.5,0.6,1.2,1.0,7.0
684,Jamal Crawford,2000.0,61.0,17.2,4.6,1.8,5.0,35.2,0.7,1.9,35,0.4,0.6,79.4,0.1,1.3,1.5,2.3,0.7,0.2,1.4,4.6
685,Hedo Turkoglu,2000.0,74.0,16.8,5.3,1.9,4.5,41.2,0.4,1.2,32.6,1.2,1.5,77.7,0.7,2.2,2.8,0.9,0.7,0.3,0.7,6.3
686,DerMarr Johnson,2000.0,78.0,16.8,5.1,1.9,5.0,37.4,0.5,1.6,32.3,0.8,1.1,73.6,0.7,1.6,2.3,0.8,0.6,0.4,1.2,4.5
687,Jake Tsakalidis,2000.0,57.0,16.6,4.5,1.8,3.8,47.0,0.0,0.0,0,0.9,1.6,59.3,1.5,2.8,4.2,0.3,0.2,1.0,1.2,6.4
688,Stromile Swift,2000.0,80.0,16.4,4.9,1.9,4.2,45.1,0.0,0.1,0,1.1,1.8,60.3,1.4,2.2,3.6,0.4,0.8,1.0,0.8,6.8
689,Keyon Dooling,2000.0,76.0,16.3,5.9,1.9,4.8,40.9,0.4,1.1,35,1.6,2.4,69.8,0.1,1.1,1.2,2.3,0.5,0.1,1.2,5.3
690,Mateen Cleaves,2000.0,78.0,16.3,5.4,2.1,5.1,40.0,0.1,0.2,29.4,1.2,1.8,70.8,0.3,1.4,1.7,2.7,0.6,0.0,1.8,5.0
691,Mike Penberthy,2000.0,53.0,16.1,5.0,1.7,4.2,41.4,1.0,2.6,39.6,0.5,0.6,90.3,0.2,1.0,1.2,1.3,0.4,0.0,0.6,4.9
692,Jamaal Magloire,2000.0,74.0,14.8,4.6,1.6,3.7,45.0,0.0,0.0,0,1.3,2.0,65.5,1.4,2.6,4.0,0.4,0.2,1.1,0.8,6.7
693,Dragan Tarlac,2000.0,43.0,13.9,2.4,0.9,2.3,39.4,0.0,0.0,0,0.6,0.8,75.8,0.9,2.0,2.8,0.7,0.2,0.4,0.9,4.1
694,Hanno Mottola,2000.0,73.0,13.5,4.4,1.7,3.8,44.4,0.0,0.0,0,1.0,1.2,81.1,0.7,1.7,2.4,0.3,0.1,0.1,0.9,4.1
695,Lee Nailon,2000.0,42.0,11.2,3.9,1.6,3.2,48.5,0.0,0.0,0,0.8,1.0,74.4,0.7,1.5,2.2,0.6,0.2,0.1,0.6,4.4
696,Eddie House,2000.0,50.0,11.0,5.0,2.1,4.9,42.1,0.4,1.1,34.5,0.5,0.7,68.6,0.1,0.7,0.8,1.0,0.3,0.0,0.7,3.4
697,Eduardo Najera,2000.0,40.0,10.8,3.3,1.5,2.8,52.3,0.0,0.1,33.3,0.4,0.8,42.4,1.0,1.4,2.4,0.7,0.3,0.2,0.4,4.6
698,Paul McPherson,2000.0,55.0,10.8,4.8,2.0,3.9,50.5,0.0,0.2,16.7,0.8,1.1,72.4,0.7,0.7,1.4,0.7,0.5,0.1,0.8,4.3
699,Daniel Santiago,2000.0,54.0,10.8,3.1,1.2,2.5,47.8,0.0,0.0,0,0.8,1.1,68.9,0.6,1.2,1.9,0.2,0.3,0.4,0.9,3.4
700,Mark Madsen,2000.0,70.0,9.2,2.0,0.8,1.6,48.7,0.0,0.0,100,0.4,0.5,70.3,1.1,1.1,2.2,0.3,0.1,0.1,0.4,3.3
701,Dalibor Bagaric,2000.0,35.0,7.4,1.3,0.5,1.9,26.2,0.0,0.0,0,0.4,0.8,46.4,0.6,1.0,1.6,0.3,0.3,0.5,0.6,1.5
702,DeShawn Stevenson,2000.0,40.0,7.3,2.2,0.8,2.3,34.1,0.0,0.3,8.3,0.7,1.0,68.4,0.2,0.5,0.7,0.5,0.3,0.1,0.7,1.2
703,Juan Sanchez,2000.0,29.0,5.2,0.7,0.3,1.0,32.1,0.0,0.0,0,0.1,0.1,100.0,0.1,0.4,0.5,1.4,0.4,0.0,0.2,2.2
704,Elton Brand,1999.0,81.0,37.0,20.1,7.8,16.1,48.2,0.0,0.0,0,4.5,6.6,68.5,4.3,5.7,10.0,1.9,0.8,1.6,2.8,21.2
705,Lamar Odom,1999.0,76.0,36.4,16.6,5.9,13.5,43.8,0.8,2.2,36,4.0,5.5,71.9,2.1,5.7,7.8,4.2,1.2,1.3,3.4,18.5
